Type,Name,Address,State,Phone_number,Notes,latitude,longitude,FIPS
Gastroenterology,Virginia Gastroenterology Institute Pc,"102 Fairview Dr, Suite B, Franklin, VA 23851",VA,757-942-2566,,,,
Gastroenterology,"Virginia Oncology Care,Pc","405 Chatham Heights Rd, Fredericksburg, VA 22405",VA,540-300-6182,,,,
Gastroenterology,"Virginia Physicians, Inc.","7702 E Parham Rd, Suite 304, Richmond, VA 23294",VA,804-346-1507,,,,
Gastroenterology,"Virginia Physicians, Inc.","4900 Cox Rd, Suite 155, Glen Allen, VA 23060",VA,804-726-8571,,,,
Gastroenterology,Stephen R Voss M.D.,"6128 Brandon Ave Ste 201, Springfield, VA 22150",VA,703-451-4524,,,,
Gastroenterology,Bruce Waldholtz M.D.,"113 Gainsborough Sq Ste 202, Chesapeake, VA 23320",VA,757-436-3285,,,,
Gastroenterology,Andrew Y Wang MD,"1215 Lee St, Charlottesville, VA 22908",VA,434-243-3090,,,,
Gastroenterology,Virginia Hospital Center Physician Group Llc,"1715 N George Mason Dr Ste 410, Arlington, VA 22205",VA,703-524-4792,,,,
Gastroenterology,Peter W Wong M.D.,"1031 Care Way, Fredericksburg, VA 22401",VA,540-371-7600,,,,
Gastroenterology,Scott D Woogen M.D.,"70 Medical Center Cir Ste 302, Fishersville, VA 22939",VA,540-245-7350,,,,
Gastroenterology,Frank T Wootton M.D.,"885 Kempsville Rd, Suite 114, Norfolk, VA 23502",VA,757-466-0165,,,,
Gastroenterology,Mark T Worthington M.D.,"1215 Lee St, Charlottesville, VA 22908",VA,434-243-3090,,,,
Gastroenterology,Jennifer K Wu M.D.,"4660 Kenmore Ave, Suite 100, Alexandria, VA 22304",VA,703-751-5763,,,,
Gastroenterology,Firew M Wubiee M.D,"44045 Riverside Pkwy, Leesburg, VA 20176",VA,703-858-6000,,,,
Gastroenterology,Jamila Wynter,"101 Philip Roth St, Newport News, VA 23606",VA,757-599-6333,,,,
Gastroenterology,Wythe Gastroenterlogy,"590 W Ridge Rd, Suite E, Wytheville, VA 24382",VA,276-228-2383,,,,
Gastroenterology,Dabo Xu MD,"44055 Riverside Pkwy Ste 226, Leesburg, VA 20176",VA,703-858-6202,,,,
Gastroenterology,Scott L Yagel M.D.,"113 Gainsborough Sq Ste 202, Chesapeake, VA 23320",VA,757-436-3285,,,,
Gastroenterology,Paul Yeaton M.D.,"3 Riverside Circle, Lee Street, 1St Floor, Roanoke, VA 24016",VA,540-224-5170,,,,
Gastroenterology,Samuel Yoselevitz M.D.,"1101 First Colonial Rd, Suite 400, Virginia Beach, VA 23454",VA,757-481-4817,,,,
Gastroenterology,Cynthia M Yoshida M.D.,"500 Monroe Ln, Charlottesville, VA 22903",VA,434-924-9999,,,,
Gastroenterology,Benjamin E Young MD,"14010 Smoketown Rd, Suite 117, Woodbridge, VA 22192",VA,703-580-0181,,,,
Gastroenterology,Alvin M Zfass M.D.,"1250 E Marshall St, Richmond, VA 23298",VA,804-828-5066,,,,
Gastroenterology,Jin X Zhang MD,"11803 Jefferson Avenue, Suite 230, Newport News, VA 23606",VA,757-534-7701,,,,
Gastroenterology,Iris L Vance,"3312 Glade Rd, Blacksburg, VA 24060",VA,540-818-7582,,,,
Gastroenterology,Joyce D Vamja CPNP,"3300 Gallows Rd, Falls Church, VA 22042",VA,703-776-4001,,,,
Gastroenterology,Arunan Vamadevan M.D.,"14010 Smoketown Rd, Suite 117, Woodbridge, VA 22192",VA,703-580-0181,,,,
Gastroenterology,Valley Gastroenterology Of Southwest Va Pc,"1906 Braeburn Dr, Valley Gastroenterology Of Southwest Va Pc, Salem, VA 24153",VA,540-776-6300,,,,
Gastroenterology,Ali A Siddiqui MD,"8081 Innovation Park Dr Ste 301, Fairfax, VA 22031",VA,571-472-6431,,,,
Gastroenterology,Mohammad B Siddiqui D.O.,"7611 Forest Ave Ste 320, Richmond, VA 23229",VA,804-285-8206,,,,
Gastroenterology,Mohammad S Siddiqui MD,"1200 E. Broad Street, West Hospital, 14Th Floor, Richmond, VA 23298",VA,804-828-2518,,,,
Gastroenterology,Robert W Sjogren M.D.,"201 N Washington St, Kaiser Permanente Falls Church Medical Center, Falls Church, VA 22046",VA,703-237-4000,,,,
Gastroenterology,"George B Smallfield MD, MS","863 Glenrock Rd, Norfolk, VA 23502",VA,757-252-2900,,,,
Gastroenterology,Elliot Z Smith MD,"Uva Hospital, 1215 Lee St., Charlottesville, VA 22908",VA,434-924-0000,,,,
Gastroenterology,"Shore Health Services, Inc","9524 Hospital Avenue, Nassawadox, VA 23413",VA,757-414-8054,,,,
Gastroenterology,John H Smith M.D.,"885 Kempsville Rd, Suite 114, Norfolk, VA 23502",VA,757-466-0165,,,,
Gastroenterology,Nicholas D Snow M.D.,"190 Campus Blvd, Suite 300, Winchester, VA 22601",VA,540-667-1244,,,,
Gastroenterology,Parminder Sodhi M D,"9501 Farrell Rd, Fort Belvoir, VA 22060",VA,703-805-0599,,,,
Gastroenterology,Dario R Sorrentino MD,"3 Riverside Cir, Roanoke, VA 24016",VA,540-224-5170,,,,
Gastroenterology,Assaad M Soweid MD,"8081 Innovation Park Dr Ste 301, Fairfax, VA 22031",VA,571-472-6431,,,,
Gastroenterology,Jack B Spainhour MD,"101 Holbrook St, Danville, VA 24541",VA,434-792-4041,,,,
Gastroenterology,Michael Sperling M.D.,"113 Gainsborough Sq Ste 202, Chesapeake, VA 23320",VA,757-627-6416,,,,
Gastroenterology,Renick M Smith MD,"1500 Dixon St Ste 202, Fredericksburg, VA 22401",VA,540-370-0430,,,,
Gastroenterology,Myron A Shoham M.D.,"3700 Joseph Siewick Dr, Suite 401, Fairfax, VA 22033",VA,703-281-1023,,,,
Gastroenterology,Grace L Shih M.D.,"190 Campus Blvd, Suite 300, Winchester, VA 22601",VA,540-667-1244,,,,
Gastroenterology,Douglas W Shiflett MD,"101 Holbrook St, Danville, VA 24541",VA,434-792-4041,,,,
Gastroenterology,Neeral L Shah M.D.,"1215 Lee St, Charlottesville, VA 22908",VA,434-924-2959,,,,
Gastroenterology,Rupa N Shah M.D.,"6354 Walker Ln Ste 400, Alexandria, VA 22310",VA,571-472-7320,,,,
Gastroenterology,Soloman Shah M.D.,"3700 Joseph Siewick Dr, Suite 401, Fairfax, VA 22033",VA,703-281-1023,,,,
Gastroenterology,Syed Mubashir A Shah M.D.,"8262 Atlee Rd, Suite 202, Mechanicsville, VA 23116",VA,804-559-6194,,,,
Gastroenterology,Tilak U Shah M.D.,"1250 E Marshall St, Dept. Of Internal Medicine/Gastroenterology, Richmond, VA 23298",VA,804-828-4060,,,,
Gastroenterology,Omer Shahab M.D.,"1715 North George Mason Drive Suite 410, Arlington, VA 22205",VA,703-524-4792,,,,
Gastroenterology,Mohammad H Shakhatreh M.D.,"3 Riverside Cir, Roanoke, VA 24016",VA,540-224-5170,,,,
Gastroenterology,Vanessa M Shami,"Lee St, Charlottesville, VA 22908",VA,434-924-0000,,,,
Gastroenterology,Marie Sharkey M.D.,"1802 Braeburn Dr, Salem, VA 24153",VA,540-772-5970,,,,
Gastroenterology,Sachit Sharma M.D.,"1250 E Marshall St, Richmond, VA 23298",VA,804-683-4653,,,,
Gastroenterology,Alan B Shauer MD,"2616 Sherwood Hall Lane, Ste 205, Alexandria, VA 22306",VA,703-780-6100,,,,
Gastroenterology,"Shenandoah Valley Gastroenterology Center, Pllc","1305 13Th St, Suite A-2, Waynesboro, VA 22980",VA,540-246-5515,,,,
Gastroenterology,Ian M Shenk MD,"6501 Loisdale Court, Springfield, VA 22150",VA,703-922-1407,,,,
Gastroenterology,Sarah W Sherman RN. ACNP-BC,"223 Wadsworth Dr, North Chesterfield, VA 23236",VA,804-330-4021,,,,
Gastroenterology,Mitchell L Shiffman MD,"12720 Mcmanus Blvd, Suite 313, Newport News, VA 23602",VA,757-947-3190,,,,
Gastroenterology,Savita Srivastava M.D.,"70 Medical Center Cir Ste 302, Fishersville, VA 22939",VA,540-221-7350,,,,
Gastroenterology,Sindu Stephen MD,"4660 Kenmore Ave Ste 305, Alexandria, VA 22304",VA,703-751-5763,,,,
Gastroenterology,Richard K Sterling M.D.,"1250 E Marshall St, Internal Medicine, Richmond, VA 23298",VA,804-828-4060,,,,
Gastroenterology,Syed I Thiwan MD,"885 Kempsville Rd, Suite 114, Norfolk, VA 23502",VA,757-466-0165,,,,
Gastroenterology,"Tidewater Gastroenterology,Pllc","661 Independence Pkwy Ste 120, Chesapeake, VA 23320",VA,757-547-0798,,,,
Gastroenterology,Tidewater Physicians Multispecialty Group Pc,"11761 Rock Landing Dr Ste 8, Newport News, VA 23606",VA,757-232-8769,,,,
Gastroenterology,Felix P Tiongco M.D.,"112 Gainsborough Sq, Suite 200, Chesapeake, VA 23320",VA,757-547-0798,,,,
Gastroenterology,Mark A Titus MD,"101 Philip Roth St, Suite 5A, Newport News, VA 23606",VA,757-599-6333,,,,
Gastroenterology,Han Ton-That MD,"6305 Castle Place, Suite 1-A, Falls Church, VA 22044",VA,703-534-9090,,,,
Gastroenterology,"The Gastroenterology Group, P.C.","1939 Roland Clarke Pl Ste 200, Reston, VA 20191",VA,703-435-3366,,,,
Gastroenterology,"Tri-Cities Gastroenterology, Pc","1714. E. Hundred Rd., Suite 104, Chester, VA 23836",VA,804-681-0556,,,,
Gastroenterology,Anne G Tuskey M.D.,"1215 Lee St, Charlottesville, VA 22908",VA,434-243-3090,,,,
Gastroenterology,Dushant Uppal M.D.,"Lee St Fl 1, Charlottesville, VA 22908",VA,434-924-2959,,,,
Gastroenterology,Stacy Utton,"1101 First Colonial Rd, Ste. 300, Virginia Beach, VA 23454",VA,757-481-4817,,,,
Gastroenterology,Ravi K Vachhani M.D.,"1250 E Marshall St, Internal Medicine, Richmond, VA 23298",VA,804-828-4060,,,,
Gastroenterology,Gregg A Valenzuela M.D.,"7702 E Parham Rd, Suite 101, Richmond, VA 23294",VA,804-288-7901,,,,
Gastroenterology,Emil F Valle M.D.,"11440 Commerce Park Dr, Ll4, Reston, VA 20191",VA,703-766-2650,,,,
Gastroenterology,Truc T Trinh M.D.,"1715 N George Mason Dr, Suite 204, Arlington, VA 22205",VA,703-522-0751,,,,
Gastroenterology,The Endoscopy Center Pllc,"4660 Kenmore Avenue, Suite 810, Alexandria, VA 22304",VA,703-823-0333,,,,
Gastroenterology,Andy Thanjan M.D.,"5855 Bremo Rd Ste 706, Richmond, VA 23226",VA,804-285-8206,,,,
Gastroenterology,Anisha Thadani MD,"14010 Smoketown Rd, Suite 117, Woodbridge, VA 22192",VA,703-580-0181,,,,
Gastroenterology,David H Stockwell M.D.,"1101 First Colonial Rd, Suite 300, Virginia Beach, VA 23454",VA,757-481-4817,,,,
Gastroenterology,Stonesprings Gastroenterology Pllc,"24430 Stone Springs Blvd Ste 200, Dulles, VA 20166",VA,703-665-2677,,,,
Gastroenterology,Daniel S Strand M.D.,"1240 Lee St, Charlottesville, VA 22908",VA,434-243-5233,,,,
Gastroenterology,Richard T Stravitz M.D.,"1250 E Marshall St, Richmond, VA 23298",VA,828-406-0804,,,,
Gastroenterology,Yoo T Suh M.D.,"1871 Evelyn Byrd Ave, Harrisonburg, VA 22801",VA,540-564-5800,,,,
Gastroenterology,Brian Sullivan M.D.,"112 Gainsborough Sq, Suite 200, Chesapeake, VA 23320",VA,757-547-0798,,,,
Gastroenterology,Brian J Swansiger M.D.,"201 Notrth Washington Street, Falls Church, VA 22046",VA,703-237-4020,,,,
Gastroenterology,Donald M Switz MD,"1250 E Marshall St, Im Geriatrics And Gastroenterology, Richmond, VA 23298",VA,804-828-5306,,,,
Gastroenterology,Nicholas M Szary MD,"8101 Hinson Farm Rd Ste 415, Alexandria, VA 22306",VA,703-780-0994,,,,
Gastroenterology,Jayant P Talreja MD,"6602 W Broad St Ste B, Richmond, VA 23230",VA,804-289-1137,,,,
Gastroenterology,Jeremias C Tan M.D.,"3700 Joseph Siewick Dr Ste 308, Fairfax, VA 22033",VA,703-698-8960,,,,
Gastroenterology,Vera Tate REGISTERED NURSE,"100 Emancipation Dr, Hampton, VA 23667",VA,757-722-9961,,,,
Gastroenterology,Beth A Taylor MD,"590 W Ridge Rd, Suite E, Wytheville, VA 24382",VA,276-228-2383,,,,
Gastroenterology,Bezawit Tekola MD,"3028 Javier Rd Ste 500, Fairfax, VA 22031",VA,703-698-8960,,,,
Gastroenterology,Christina A Tennyson M.D.,"70 Medical Center Cir Ste 302, Fishersville, VA 22939",VA,540-332-7350,,,,
Gastroenterology,John R Stephens MD,"101 Philip Roth St, Suite 5A, Newport News, VA 23606",VA,757-599-6333,,,,
Gastroenterology,Sentara Medical Group,"1451 Hospital Dr, Fredericksburg, VA 22401",VA,540-785-7810,,,,
Gastroenterology,Frederick M Gessner MD,"101 Philip Roth St, Suite 5A, Newport News, VA 23606",VA,757-599-6333,,,,
Gastroenterology,Sentara Medical Group,"824 N Military Hwy Ste 100, Norfolk, VA 23502",VA,757-252-2900,,,,
Gastroenterology,Irvin J Seeman,"5855 Bremo Rd, Suite 706, Richmond, VA 23226",VA,804-285-8206,,,,
Gastroenterology,Douglas W Kirtley MD,"1970 Roanoke Blvd, Salem, VA 24153",VA,540-982-2463,,,,
Gastroenterology,Anand T Kishore MD,"2900 Lamb Cir, Suite 320, Christiansburg, VA 24073",VA,540-731-3222,,,,
Gastroenterology,Llewellyn I Kitchin M.D.,"190 Campus Blvd, Suite 300, Winchester, VA 22601",VA,540-667-1244,,,,
Gastroenterology,Venu G Koduri MD,"2000 Meade Parkway, Suffolk, VA 23434",VA,757-539-0251,,,,
Gastroenterology,Kok Seah Lee Md Pc,"2296 Opitz Blvd Ste 210, Woodbridge, VA 22191",VA,703-670-5317,,,,
Gastroenterology,David L Kreger M.D.,"112 Gainsborough Sq, Suite 200, Chesapeake, VA 23320",VA,757-547-0798,,,,
Gastroenterology,Brian S King M.D.,"885 Kempsville Rd, Ste 114, Norfolk, VA 23502",VA,757-953-2009,,,,
Gastroenterology,John F Kuemmerle M.D.,"1250 E Marshall St, Richmond, VA 23298",VA,804-828-4060,,,,
Gastroenterology,"Manoj Kumar M.D., MPH","3 Riverside Cir, Roanoke, VA 24016",VA,540-526-1013,,,,
Gastroenterology,Dennis Kumral M.D.,"1215 Lee St, Charlottesville, VA 22908",VA,434-243-3090,,,,
Gastroenterology,Arjun Kundra M.D.,"1215 Lee St., Charlottesville, VA 22908",VA,434-924-9999,,,,
Gastroenterology,Diego I Kuperschmit M.D.,"1715 N George Mason Dr, Suite 204, Arlington, VA 22205",VA,703-522-0751,,,,
Gastroenterology,Jeffrey Lafond M.D.,"201 Wadsworth Dr, North Chesterfield, VA 23236",VA,804-285-8206,,,,
Gastroenterology,Robert D Lafsky M.D.,"44055 Riverside Pkwy, Suite 226, Leesburg, VA 20176",VA,703-858-3060,,,,
Gastroenterology,Anita B Kumar M.D.,"44055 Riverside Pkwy Ste 106, Leesburg, VA 20176",VA,703-858-6202,,,,
Gastroenterology,Shilen V Lakhani M.D.,"1939 Roland Clarke Pl Ste 200, Reston, VA 20191",VA,703-766-2650,,,,
Gastroenterology,Myung W Kim MD,"501 Medical Dr, Hampton, VA 23666",VA,757-826-7785,,,,
Gastroenterology,Byungki Kim MD,"3028 Javier Rd Ste 500, Fairfax, VA 22031",VA,703-698-8960,,,,
Gastroenterology,Deepti Karnati M.D.,"6719 Governor G C Peery Highway, Suite # 2900, Richlands, VA 24641",VA,276-596-6780,,,,
Gastroenterology,Rahul D Kataria M.D.,"19455 Deerfield Ave Ste 201, Lansdowne, VA 20176",VA,703-723-3670,,,,
Gastroenterology,Ernest Katz M.D.,"6128 Brandon Ave Ste 201, Springfield, VA 22150",VA,703-780-2800,,,,
Gastroenterology,Jeffrey H Kauffman M.D.,"1101 First Colonial Rd, Suite 300, Virginia Beach, VA 23454",VA,757-481-2127,,,,
Gastroenterology,Ali F Kazemi M.D.,"14010 Smoketown Rd, Suite 117, Woodbridge, VA 22192",VA,703-580-0181,,,,
Gastroenterology,Patrick R Kenny DO,"121 Nationwide Dr, Lynchburg, VA 24502",VA,434-384-1862,,,,
Gastroenterology,Edward C Kim MD,"8640 Sudley Rd Ste 201, Manassas, VA 20110",VA,703-368-6819,,,,
Gastroenterology,Varun Kesar M.D.,"3 Riverside Cir, Roanoke, VA 24016",VA,540-224-5170,,,,
Gastroenterology,Hamza Khalid M.D.,"5855 Bremo Rd Ste 706, Richmond, VA 23226",VA,303-776-1234,,,,
Gastroenterology,Omer Khalid M.D.,"201 Wadsworth Dr, North Chesterfield, VA 23236",VA,804-285-8206,,,,
Gastroenterology,Ali T Khan,"1715 N George Mason Dr Ste 410, Arlington, VA 22205",VA,703-524-4792,,,,
Gastroenterology,Anwaar A Khan MD,"44045 Riverside Pkwy, Leesburg, VA 20176",VA,703-858-6000,,,,
Gastroenterology,Nadeem A Khan MD,"44055 Riverside Pkwy, Suite 220, Leesburg, VA 20176",VA,703-858-3060,,,,
Gastroenterology,Asma Khapra,"3022 Williams Dr, #301, Fairfax, VA 22031",VA,703-716-8700,,,,
Gastroenterology,Vivek Kesar MD,"3 Riverside Cir, Roanoke, VA 24016",VA,540-224-5170,,,,
Gastroenterology,Saraswathi Lakkasani MD,"70 Medical Center Cir Ste 302, Fishersville, VA 22939",VA,540-245-7350,,,,
Gastroenterology,Timothy C Landes M.D.,"1871 Evelyn Byrd Ave, Harrisonburg, VA 22801",VA,540-564-5800,,,,
Gastroenterology,Lance A Lasner MD,"6211 Centreville Rd, Ste 500, Centreville, VA 20121",VA,703-263-3393,,,,
Gastroenterology,"Loudoun Medical Group, Pc","46169 Westlake Drive, Suite 200, Sterling, VA 20165",VA,703-378-1734,,,,
Gastroenterology,"Loudoun Medical Group, Pc","19450 Deerfield Avenue, Suite 265, Leesburg, VA 20176",VA,703-858-3060,,,,
Gastroenterology,"Loudoun Medical Group, Pc","46169 Westlake Drive, Suite 200, Sterling, VA 20165",VA,703-378-1734,,,,
Gastroenterology,"Loudoun Medical Group, Pc","6211 Centreville Road, Suite 500, Centerville, VA 20121",VA,703-263-3393,,,,
Gastroenterology,Michael Louis DO,"1871 Evelyn Byrd Ave, Harrisonburg, VA 22801",VA,540-564-5800,,,,
Gastroenterology,Velimir A Luketic M.D.,"1250 E Marshall St, Richmond, VA 23298",VA,828-406-0804,,,,
Gastroenterology,"Loudoun Medical Group, Pc","3914 Centreville Road, Suite 350, Chantilly, VA 20151",VA,703-263-3393,,,,
Gastroenterology,"Sylvester Luu D.O., FACP","9300 Dewitt Loop, Fort Belvoir, VA 22060",VA,571-231-2015,,,,
Gastroenterology,Loretta Maffei M.D.,"121 Nationwide Dr, Suite A, Lynchburg, VA 24502",VA,434-384-1862,,,,
Gastroenterology,Ahmed A Maher M.D,"4660 Kenmore Avenue, Suites 305 & 500, Alexandria, VA 22304",VA,703-751-5763,,,,
Gastroenterology,Giselle Mahoro,"1215 Lee St, 800744, Charlottesville, VA 22908",VA,434-924-1931,,,,
Gastroenterology,Walid F Makdisi M.D.,"112 Gainsborough Sq, Suite 200, Chesapeake, VA 23320",VA,757-547-0798,,,,
Gastroenterology,Houshang Makipour M.D.,"2280 Opitz Blvd., Suite 200, Woodbridge, VA 22191",VA,703-580-7433,,,,
Gastroenterology,Suresh K Malhotra MD FACP,"4660 Kenmore Avenue, Suite 810, Alexandria, VA 22304",VA,703-823-0333,,,,
Gastroenterology,Ann I Ma MD,"224D Cornwall St Nw, Suite 207, Leesburg, VA 20176",VA,703-771-9001,,,,
Gastroenterology,"Loudoun Medical Group, Pc","224D Cornwall St Nw, Suite 403, Leesburg, VA 20176",VA,703-777-3262,,,,
Gastroenterology,"Loudoun Medical Group, Pc","4660 Kenmore Ave, Suite 305, Alexandria, VA 22304",VA,703-751-5763,,,,
Gastroenterology,"Loudoun Medical Group, Pc","4660 Kenmore Ave Ste 500, Alexandria, VA 22304",VA,703-757-5763,,,,
Gastroenterology,Wiley J Latham MD,"505 W Leigh St, Suite 301, Richmond, VA 23220",VA,804-780-3008,,,,
Gastroenterology,Lakshmi D Lattimer M.D.,"6501 Loisdale Ct Ste 1100, Springfield, VA 22150",VA,703-922-1313,,,,
Gastroenterology,John M Lawson MD,"5818 Harbour View Blvd, Ste 240, Suffolk, VA 23435",VA,757-483-6100,,,,
Gastroenterology,Alfred Lee M.D.,"16011 Kairos Rd, Ste 300, South Chesterfield, VA 23834",VA,804-520-5223,,,,
Gastroenterology,Dong H Lee M.D.,"1031 Care Way, Fredericksburg, VA 22401",VA,540-371-7600,,,,
Gastroenterology,Hannah M Lee MD,"1200 E. Broad St, 14Th Floor, Richmond, VA 23298",VA,804-828-4060,,,,
Gastroenterology,Iris Lee M.D.,"3028 Javier Rd Ste 500, Fairfax, VA 22031",VA,703-698-8960,,,,
Gastroenterology,Michael D Lee DO,"202 Duke Of Gloucester St Sw, Roanoke, VA 24014",VA,540-345-4900,,,,
Gastroenterology,Yang Lei MD,"1215 Lee St, Charlottesville, VA 22908",VA,434-243-3090,,,,
Gastroenterology,Gregory K Lemite M.D,"1714 E Hundred Rd, Ste 104, Chester, VA 23836",VA,804-681-0556,,,,
Gastroenterology,Amy W Lin M.D.,"6501 Loisdale Ct, Springfield, VA 22150",VA,703-922-1313,,,,
Gastroenterology,Jesse K Liu MD,"201 N Washington St, Falls Church, VA 22046",VA,703-237-4000,,,,
Gastroenterology,John D Long MD,"457 Mclaws Cir, Williamsburg, VA 23185",VA,757-221-0750,,,,
Gastroenterology,Joseph W Longacher MD,"7702 E Parham Rd, Richmond, VA 23294",VA,804-346-1668,,,,
Gastroenterology,"Loudoun Endoscopy Group, Llc","19455 Deerfield Ave Ste 212, Lansdowne, VA 20176",VA,703-724-9792,,,,
Gastroenterology,Gurjeet S Kang DO,"11803 Jefferson Ave Ste 230, Newport News, VA 23606",VA,757-534-7701,,,,
Gastroenterology,Behzad Kalaghchi M.D.,"3028 Javier Rd Ste 500, Fairfax, VA 22031",VA,703-698-8960,,,,
Gastroenterology,Howard D Kahn MD,"8266 Atlee Rd, Ste 133, Mechanicsville, VA 23116",VA,804-730-0792,,,,
Gastroenterology,Alexander Jow M.D.,"201 N Washington St, Falls Church, VA 22046",VA,703-237-4000,,,,
Gastroenterology,Ivan P Harnden M.D.,"3700 Joseph Siewick Dr, Suite 308, Fairfax, VA 22033",VA,703-641-8427,,,,
Gastroenterology,Harrisonburg Medical Associates,"1871 Evelyn Byrd Ave, Harrisonburg, VA 22801",VA,540-564-5800,,,,
Gastroenterology,Richard J Hartle MD,"5424 Discovery Park Blvd, Suite 104, Williamsburg, VA 23188",VA,757-206-1190,,,,
Gastroenterology,Amie L Harvey M.D.,"620 John Paul Jones Circle, Naval Medical Center Portsmouth, Portsmouth, VA 23708",VA,757-953-3149,,,,
Gastroenterology,Hassan A Hassan MD,"501 Medical Dr, Hampton, VA 23666",VA,757-826-7785,,,,
Gastroenterology,Seemeen Hassan M.D,"3 Riverside Cir, Roanoke, VA 24016",VA,540-224-5170,,,,
Gastroenterology,Allan L Hardy MD,"70 Medical Center Cir, Suite 302, Fishersville, VA 22939",VA,540-245-7350,,,,
Gastroenterology,Rachel Hays M.D.,"375 Four Leaf Ln Ste 103, Charlottesville, VA 22903",VA,434-243-0700,,,,
Gastroenterology,Ahmed Hegab M.D.,"3028 Javier Rd Ste 500, Fairfax, VA 22031",VA,703-698-8960,,,,
Gastroenterology,"Hemorrhoid Relief Center Of Virginia, Inc.","3020 Hamaker Ct, Suite B110, Fairfax, VA 22031",VA,703-849-9500,,,,
Gastroenterology,George M Henry M.D.,"7605 Forest Ave Ste 211, Richmond, VA 23229",VA,804-282-3114,,,,
Gastroenterology,Zachary H Henry M.D.,"1215 Lee St, Charlottesville, VA 22908",VA,434-433-0902,,,,
Gastroenterology,Gabriel Herman,"1715 N George Mason Dr, Suite 204, Arlington, VA 22205",VA,703-522-0751,,,,
Gastroenterology,Douglas M Heuman M.D.,"1201 Broad Rock Blvd, Gi Section (111-N) Mcguire Dvamc, Richmond, VA 23249",VA,804-675-5802,,,,
Gastroenterology,Jason M Heckert MD,"6354 Walker Ln Ste 400, Alexandria, VA 22310",VA,844-466-8244,,,,
Gastroenterology,"Hampton Roads Gastroenterology, P.C.","501 Medical Dr, Hampton, VA 23666",VA,757-826-3434,,,,
Gastroenterology,Ahmed S Hamed M.D.,"1755 N Mecklenburg Ave, South Hill, VA 23970",VA,434-447-0876,,,,
Gastroenterology,Robert J Hally MD,"4660 Kenmore Ave, Suite 100, Alexandria, VA 22304",VA,703-751-5763,,,,
Gastroenterology,Satinder S Gill MD,"19455 Deerfield Ave, Suite 201, Lansdowne, VA 20176",VA,703-723-3670,,,,
Gastroenterology,Theopolis Gilliam MD,"702 N Main St, Emporia, VA 23847",VA,434-594-6603,,,,
Gastroenterology,Vishal B Gohil M.D.,"110 Akers Farm Rd, Christiansburg, VA 24073",VA,540-382-9405,,,,
Gastroenterology,Norman R Goldin MD,"5818 Harbour View Blvd, Suite 240, Suffolk, VA 23435",VA,757-483-6100,,,,
Gastroenterology,Stafford S Goldstein M.D.,"3301 Woodburn Rd, Suite #107, Annandale, VA 22003",VA,703-876-0437,,,,
Gastroenterology,Peter L Goodman M.D.,"8220 Meadowbridge Rd, Suite 301, Mechanicsville, VA 23116",VA,804-559-0423,,,,
Gastroenterology,Greater Washington Gastroenterology,"8501 Arlington Blvd, Suite 525, Fairfax, VA 22031",VA,703-645-9790,,,,
Gastroenterology,Harish Grover MD,"118 Broad Street, Dublin, VA 24084",VA,540-674-2485,,,,
Gastroenterology,Paul Guarino M.D.,"12200 Warwick Blvd Ste 490, Newport News, VA 23601",VA,757-599-6333,,,,
Gastroenterology,Hallie D Gunnoe,"1215 Lee St, Charlottesville, VA 22908",VA,434-243-3090,,,,
Gastroenterology,Pradeep K Gupta MD,"1715 N George Mason Dr, Suite 204, Arlington, VA 22205",VA,703-522-0751,,,,
Gastroenterology,Ronald E Gurney MD,"6888 Elm Street, Suite 2A, Mclean, VA 22101",VA,703-448-9210,,,,
Gastroenterology,John E Habeck NP,"190 Campus Blvd, Suite 300, Winchester, VA 22601",VA,540-667-1244,,,,
Gastroenterology,William A Hackworth MD,"101 Philip Roth St, Newport News, VA 23606",VA,757-599-6333,,,,
Gastroenterology,Snowden C Hall MD,"70 Medical Center Circle, Ste 201, Fishersville, VA 22939",VA,540-332-5868,,,,
Gastroenterology,Hong Gastroenterology Pc,"7004 Little River Tpke, Ste A, Annandale, VA 22003",VA,703-642-0900,,,,
Gastroenterology,Pramod Malik M.D.,"3910 Bridge Rd Ste 101, Suffolk, VA 23435",VA,757-942-2566,,,,
Gastroenterology,Mu K Hong M.D.,"7004 Little River Tpke Ste A, Annandale, VA 22003",VA,703-642-0900,,,,
Gastroenterology,Danielle Hoo-Fatt MD,"70 Medical Center Cir Ste 302, Fishersville, VA 22939",VA,540-245-7350,,,,
Gastroenterology,Horace J Jackson MD,"505 W Leigh Street, Suite 207, Richmond, VA 23220",VA,804-788-0556,,,,
Gastroenterology,Farrukh M Jafri M.D.,"1500 Dixon St Ste 202, Fredericksburg, VA 22401",VA,540-370-0430,,,,
Gastroenterology,Ray L James MD,"101 Philip Roth St, Suite 5A, Newport News, VA 23606",VA,757-599-6333,,,,
Gastroenterology,Jan A Janson M.D.,"1101 First Colonial Rd, Suite 300, Virginia Beach, VA 23454",VA,757-481-2127,,,,
Gastroenterology,Suresh G Jayatilaka M.D.,"1129 N Main St Ste G, South Boston, VA 24592",VA,434-572-8196,,,,
Gastroenterology,Mohit Jindal M.D.,"169 Wadsworth Dr, North Chesterfield, VA 23236",VA,804-330-4021,,,,
Gastroenterology,Harish V Iyer M.D.,"5839 Harbour View Blvd, Suite 200, Suffolk, VA 23435",VA,757-483-6100,,,,
