FIPS,County,State,Type,RE,Sex,Site,AAR,AAC
51093,"Isle of Wight County, Virginia County",VA,Mortality,All,All,Pancreas,10.9,6.0
51093,"Isle of Wight County, Virginia County",VA,Mortality,White NH,All,Pancreas,11.8,5.0
51093,"Isle of Wight County, Virginia County",VA,Mortality,Black NH,All,Pancreas,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Hispanic,All,Pancreas,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,All,Female,Pancreas,10.1,3.0
51093,"Isle of Wight County, Virginia County",VA,Mortality,White NH,Female,Pancreas,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Black NH,Female,Pancreas,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Hispanic,Female,Pancreas,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,All,Male,Pancreas,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,White NH,Male,Pancreas,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Black NH,Male,Pancreas,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Hispanic,Male,Pancreas,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,All,Male,Prostate,18.8,4.0
51093,"Isle of Wight County, Virginia County",VA,Mortality,White NH,Male,Prostate,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Black NH,Male,Prostate,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Hispanic,Male,Prostate,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,All,All,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,White NH,All,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Black NH,All,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Hispanic,All,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,All,Female,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,White NH,Female,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Black NH,Female,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Hispanic,Female,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,All,Male,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,White NH,Male,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Black NH,Male,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Hispanic,Male,Stomach,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,All,All,Thyroid,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,White NH,All,Thyroid,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Black NH,All,Thyroid,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Hispanic,All,Thyroid,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,All,Female,Thyroid,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,White NH,Female,Thyroid,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Black NH,Female,Thyroid,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Hispanic,Female,Thyroid,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,All,Male,Thyroid,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,White NH,Male,Thyroid,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Black NH,Male,Thyroid,,
51093,"Isle of Wight County, Virginia County",VA,Mortality,Hispanic,Male,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,All,All,All Site,142.1,193.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,All Site,135.1,162.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,All Site,194.4,23.0
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,All Site,,
51095,"James City, Virginia County",VA,Mortality,All,Female,All Site,117.8,85.0
51095,"James City, Virginia County",VA,Mortality,White NH,Female,All Site,111.0,70.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,All Site,151.4,10.0
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,All Site,,
51095,"James City, Virginia County",VA,Mortality,All,Male,All Site,172.9,108.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,All Site,164.6,92.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,All Site,267.8,13.0
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,All Site,,
51095,"James City, Virginia County",VA,Mortality,All,All,Bladder,5.0,7.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,Bladder,5.1,7.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Bladder,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Bladder,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Bladder,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Bladder,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Bladder,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Bladder,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Bladder,7.9,5.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Bladder,8.3,5.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Bladder,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Bladder,,
51095,"James City, Virginia County",VA,Mortality,All,All,Brain & ONS,3.5,4.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,Brain & ONS,3.1,4.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Brain & ONS,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Brain & ONS,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Brain & ONS,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Brain & ONS,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Brain & ONS,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Brain & ONS,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Brain & ONS,,
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Brain & ONS,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Brain & ONS,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Brain & ONS,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Cervix,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Cervix,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Cervix,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Cervix,,
51095,"James City, Virginia County",VA,Mortality,All,All,Colon & Rectum,13.1,18.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,Colon & Rectum,11.8,14.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Colon & Rectum,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Colon & Rectum,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Colon & Rectum,11.1,8.0
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Colon & Rectum,9.8,6.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Colon & Rectum,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Colon & Rectum,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Colon & Rectum,15.4,10.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Colon & Rectum,14.1,8.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Colon & Rectum,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Colon & Rectum,,
51095,"James City, Virginia County",VA,Mortality,All,Female,"Corpus Uteri & Uterus, NOS",,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,"Corpus Uteri & Uterus, NOS",,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,"Corpus Uteri & Uterus, NOS",,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,"Corpus Uteri & Uterus, NOS",,
51095,"James City, Virginia County",VA,Mortality,All,All,Esophagus,4.5,6.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,Esophagus,5.4,6.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Esophagus,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Esophagus,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Esophagus,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Esophagus,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Esophagus,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Esophagus,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Esophagus,7.4,4.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Esophagus,8.8,4.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Esophagus,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Esophagus,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Female Breast,19.5,12.0
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Female Breast,18.4,10.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Female Breast,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Female Breast,,
51095,"James City, Virginia County",VA,Mortality,All,All,Kidney & Renal Pelvis,3.3,5.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,Kidney & Renal Pelvis,2.9,4.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Kidney & Renal Pelvis,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Kidney & Renal Pelvis,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Kidney & Renal Pelvis,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Kidney & Renal Pelvis,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Kidney & Renal Pelvis,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Kidney & Renal Pelvis,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Kidney & Renal Pelvis,6.4,4.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Kidney & Renal Pelvis,5.4,3.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Kidney & Renal Pelvis,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Kidney & Renal Pelvis,,
51095,"James City, Virginia County",VA,Mortality,All,All,Leukemia,6.6,9.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,Leukemia,7.4,8.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Leukemia,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Leukemia,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Leukemia,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Leukemia,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Leukemia,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Leukemia,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Leukemia,10.0,6.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Leukemia,11.2,6.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Leukemia,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Leukemia,,
51095,"James City, Virginia County",VA,Mortality,All,All,Liver & IBD,5.0,7.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,Liver & IBD,3.9,5.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Liver & IBD,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Liver & IBD,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Liver & IBD,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Liver & IBD,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Liver & IBD,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Liver & IBD,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Liver & IBD,6.9,4.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Liver & IBD,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Liver & IBD,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Liver & IBD,,
51095,"James City, Virginia County",VA,Mortality,All,All,Lung & Bronchus,29.4,41.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,Lung & Bronchus,28.0,34.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Lung & Bronchus,37.6,5.0
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Lung & Bronchus,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Lung & Bronchus,28.1,20.0
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Lung & Bronchus,26.1,17.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Lung & Bronchus,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Lung & Bronchus,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Lung & Bronchus,31.2,20.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Lung & Bronchus,30.3,18.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Lung & Bronchus,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Lung & Bronchus,,
51095,"James City, Virginia County",VA,Mortality,All,All,Melanoma of the Skin,3.2,4.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,Melanoma of the Skin,3.7,4.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Melanoma of the Skin,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Melanoma of the Skin,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Melanoma of the Skin,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Melanoma of the Skin,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Melanoma of the Skin,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Melanoma of the Skin,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Melanoma of the Skin,5.8,3.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Melanoma of the Skin,6.8,3.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Melanoma of the Skin,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Melanoma of the Skin,,
51095,"James City, Virginia County",VA,Mortality,All,All,Non-Hodgkin Lymphoma,4.0,6.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,Non-Hodgkin Lymphoma,3.9,5.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Non-Hodgkin Lymphoma,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Non-Hodgkin Lymphoma,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Non-Hodgkin Lymphoma,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Non-Hodgkin Lymphoma,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Non-Hodgkin Lymphoma,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Non-Hodgkin Lymphoma,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Non-Hodgkin Lymphoma,7.0,4.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Non-Hodgkin Lymphoma,6.7,4.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Non-Hodgkin Lymphoma,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Non-Hodgkin Lymphoma,,
51095,"James City, Virginia County",VA,Mortality,All,All,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,White NH,All,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Oral Cavity & Pharynx,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Ovary,6.1,4.0
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Ovary,5.6,4.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Ovary,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Ovary,,
51095,"James City, Virginia County",VA,Mortality,All,All,Pancreas,11.2,16.0
51095,"James City, Virginia County",VA,Mortality,White NH,All,Pancreas,10.7,14.0
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Pancreas,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Pancreas,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Pancreas,7.4,6.0
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Pancreas,7.1,5.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Pancreas,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Pancreas,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Pancreas,15.8,10.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Pancreas,15.0,9.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Pancreas,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Pancreas,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Prostate,18.1,12.0
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Prostate,16.8,10.0
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Prostate,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Prostate,,
51095,"James City, Virginia County",VA,Mortality,All,All,Stomach,,
51095,"James City, Virginia County",VA,Mortality,White NH,All,Stomach,,
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Stomach,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Stomach,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Stomach,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Stomach,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Stomach,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Stomach,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Stomach,,
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Stomach,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Stomach,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Stomach,,
51095,"James City, Virginia County",VA,Mortality,All,All,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,White NH,All,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,Black NH,All,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,All,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,All,Female,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,White NH,Female,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Female,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Female,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,All,Male,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,White NH,Male,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,Black NH,Male,Thyroid,,
51095,"James City, Virginia County",VA,Mortality,Hispanic,Male,Thyroid,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,All,All Site,190.4,21.0
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,All,All Site,182.3,14.0
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,All,All Site,220.0,7.0
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,All,All Site,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Female,All Site,149.6,9.0
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Female,All Site,132.5,6.0
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Female,All Site,211.1,3.0
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Female,All Site,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Male,All Site,238.5,12.0
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Male,All Site,236.7,8.0
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Male,All Site,246.2,3.0
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Male,All Site,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,All,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,All,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,All,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,All,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Female,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Female,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Female,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Female,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Male,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Male,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Male,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Male,Bladder,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,All,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,All,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,All,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,All,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Female,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Female,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Female,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Female,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Male,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Male,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Male,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Male,Brain & ONS,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Female,Cervix,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Female,Cervix,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Female,Cervix,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Female,Cervix,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,All,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,All,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,All,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,All,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Female,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Female,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Female,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Female,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Male,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Male,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Male,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Male,Colon & Rectum,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Female,"Corpus Uteri & Uterus, NOS",,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Female,"Corpus Uteri & Uterus, NOS",,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Female,"Corpus Uteri & Uterus, NOS",,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Female,"Corpus Uteri & Uterus, NOS",,
51097,"King and Queen County, Virginia County",VA,Mortality,All,All,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,All,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,All,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,All,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Female,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Female,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Female,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Female,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Male,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Male,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Male,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Male,Esophagus,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Female,Female Breast,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Female,Female Breast,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Female,Female Breast,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Female,Female Breast,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,All,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,All,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,All,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,All,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Female,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Female,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Female,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Female,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Male,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Male,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Male,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Male,Kidney & Renal Pelvis,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,All,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,All,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,All,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,All,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Female,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Female,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Female,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Female,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,Male,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,Male,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,Male,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,Hispanic,Male,Leukemia,,
51097,"King and Queen County, Virginia County",VA,Mortality,All,All,Liver & IBD,,
51097,"King and Queen County, Virginia County",VA,Mortality,White NH,All,Liver & IBD,,
51097,"King and Queen County, Virginia County",VA,Mortality,Black NH,All,Liver & IBD,,
